prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,1400,2.5,1726656700921,../sampling/generated_level/generated_level_1726656700921_0.txt,2.865958242071013,0.86,1,1.0,95.34791499999999,-10,0.0
no pipes no enemies little blocks high elevation,1400,2.5,1726656700921,../sampling/generated_level/generated_level_1726656700921_1.txt,0.6707644320367636,0.2,1,1.0,67.70495000000001,10,1.0
no pipes no enemies little blocks low elevation,1400,2.5,1726656700921,../sampling/generated_level/generated_level_1726656700921_2.txt,3.0029893958490916,1.0,1,1.0,76.09645,10,1.0
no pipes no enemies little blocks high elevation,1400,2.5,1726656700921,../sampling/generated_level/generated_level_1726656700921_3.txt,2.9969280948873624,0.9,1,1.0,72.76132499999999,-40,0.0
no pipes no enemies some blocks low elevation,1400,2.5,1726656700921,../sampling/generated_level/generated_level_1726656700921_4.txt,0.908903582347812,0.27,1,1.0,90.10993,10,1.0
no pipes no enemies some blocks high elevation,1400,2.5,1726656700922,../sampling/generated_level/generated_level_1726656700922_5.txt,2.58872979756841,0.78,1,1.0,96.41239,10,1.0
no pipes no enemies many blocks low elevation,1400,2.5,1726656700922,../sampling/generated_level/generated_level_1726656700922_6.txt,0.9699047446079587,0.29,1,1.0,135.79518000000002,10,1.0
no pipes no enemies many blocks high elevation,1400,2.5,1726656700922,../sampling/generated_level/generated_level_1726656700922_7.txt,-0.022758282628766557,0,1,1.0,68.48255,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_8.txt,3.456958052746731,1.0,-100,0.0,40.234165000000004,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_9.txt,3.451232207206247,1.0,1,1.0,184.89786,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_10.txt,1.6640896566842347,0.5,1,1.0,81.8634,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_11.txt,3.633578961607787,1.0,-100,0.0,13.8269895,10,1.0
no pipes little enemies some blocks low elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_12.txt,3.469280339555939,1.0,1,1.0,105.097735,-10,0.0
no pipes little enemies some blocks high elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_13.txt,2.2723744204722065,0.68,1,1.0,68.940405,10,1.0
no pipes little enemies many blocks low elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_14.txt,1.5298157675967192,0.46,-100,0.0,29.994855,-20,0.0
no pipes little enemies many blocks high elevation,1400,2.5,1726656767523,../sampling/generated_level/generated_level_1726656767523_15.txt,1.3961755286870257,0.42,1,1.0,87.88979,-20,0.0
no pipes some enemies little blocks low elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_16.txt,3.289003651537075,1.0,1,1.0,187.5077,10,1.0
no pipes some enemies little blocks high elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_17.txt,3.337354360520563,1.0,-100,0.0,62.119285,-10,0.0
no pipes some enemies little blocks low elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_18.txt,0.8719020259581767,0.26,-100,0.0,0.2,10,1.0
no pipes some enemies little blocks high elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_19.txt,4.071622211996967,1.0,1,1.0,64.799815,10,1.0
no pipes some enemies some blocks low elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_20.txt,3.0174671701428752,1.0,1,1.0,75.385945,10,1.0
no pipes some enemies some blocks high elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_21.txt,3.3742760669648213,1.0,1,1.0,86.11936,-60,0.0
no pipes some enemies many blocks low elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_22.txt,1.279237742056068,0.38,-100,0.0,67.32094000000001,-20,0.0
no pipes some enemies many blocks high elevation,1400,2.5,1726656834294,../sampling/generated_level/generated_level_1726656834294_23.txt,1.6865894385314673,0.51,1,1.0,208.971285,-10,0.0
no pipes many enemies little blocks low elevation,1400,2.5,1726656901110,../sampling/generated_level/generated_level_1726656901110_24.txt,3.8383078580506504,1.0,1,1.0,69.56406,-10,0.0
