prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,1400,1.5,1725838410797,../sampling/generated_level/generated_level_1725838410797_0.txt,1.3607919622756635,0.41,1,1.0,83.092145,10,1.0
no pipes no enemies little blocks high elevation,1400,1.5,1725838410797,../sampling/generated_level/generated_level_1725838410797_1.txt,2.013692272430884,0.6,1,1.0,78.3121,-60,0.0
no pipes no enemies little blocks low elevation,1400,1.5,1725838410797,../sampling/generated_level/generated_level_1725838410797_2.txt,2.705440657878101,0.81,1,1.0,87.178725,10,1.0
no pipes no enemies little blocks high elevation,1400,1.5,1725838410797,../sampling/generated_level/generated_level_1725838410797_3.txt,2.5354752972273342,0.76,1,1.0,86.10022,10,1.0
no pipes no enemies some blocks low elevation,1400,1.5,1725838410797,../sampling/generated_level/generated_level_1725838410797_4.txt,3.43217606960363,1.0,1,1.0,74.309175,10,1.0
no pipes no enemies some blocks high elevation,1400,1.5,1725838410798,../sampling/generated_level/generated_level_1725838410798_5.txt,-0.7701215710528907,0,1,1.0,100.65825000000001,10,1.0
no pipes no enemies many blocks low elevation,1400,1.5,1725838410798,../sampling/generated_level/generated_level_1725838410798_6.txt,0.782313482592452,0.23,1,1.0,86.209405,-20,0.0
no pipes no enemies many blocks high elevation,1400,1.5,1725838410798,../sampling/generated_level/generated_level_1725838410798_7.txt,1.2418530902085472,0.37,-100,0.0,16.868803500000002,10,1.0
no pipes little enemies little blocks low elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_8.txt,2.6974424128197203,0.81,1,1.0,95.31057000000001,10,1.0
no pipes little enemies little blocks high elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_9.txt,-1.0,0,1,1.0,62.97208499999999,10,1.0
no pipes little enemies little blocks low elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_10.txt,2.835569748373786,0.85,1,1.0,103.15800999999999,10,1.0
no pipes little enemies little blocks high elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_11.txt,3.572945228371617,1.0,-100,0.0,77.61588499999999,10,1.0
no pipes little enemies some blocks low elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_12.txt,2.5923459000021833,0.78,-100,0.0,0.0,10,1.0
no pipes little enemies some blocks high elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_13.txt,2.877240784137594,0.86,1,1.0,104.481335,10,1.0
no pipes little enemies many blocks low elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_14.txt,1.553951024946061,0.47,-100,0.0,0.0,10,1.0
no pipes little enemies many blocks high elevation,1400,1.5,1725838477821,../sampling/generated_level/generated_level_1725838477821_15.txt,0.09882865544757258,0.03,-100,0.0,62.45727,-80,0.0
no pipes some enemies little blocks low elevation,1400,1.5,1725838545353,../sampling/generated_level/generated_level_1725838545353_16.txt,3.7589684145278044,1.0,-100,0.0,0.2,-30,0.0
no pipes some enemies little blocks high elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_17.txt,0.9688391674686682,0.29,1,1.0,101.798145,10,1.0
no pipes some enemies little blocks low elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_18.txt,0.7117904636182898,0.21,1,1.0,64.390845,10,1.0
no pipes some enemies little blocks high elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_19.txt,3.4216502190185123,1.0,-100,0.0,62.27956,10,1.0
no pipes some enemies some blocks low elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_20.txt,3.6044674347896346,1.0,1,1.0,137.43285,10,1.0
no pipes some enemies some blocks high elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_21.txt,3.153880546884578,1.0,1,1.0,107.387205,10,1.0
no pipes some enemies many blocks low elevation,1400,1.5,1725838545354,../sampling/generated_level/generated_level_1725838545354_22.txt,3.1179064510568977,1.0,1,1.0,93.603595,10,1.0
