prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,1400,2.5,1726574851062,../sampling/generated_level/generated_level_1726574851062_0.txt,1.713590664944789,0.51,1,1.0,83.092145,10,1.0
no pipes no enemies little blocks high elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_1.txt,2.9949687998750734,0.9,1,1.0,80.04717000000001,10,1.0
no pipes no enemies little blocks low elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_2.txt,2.2375258455988005,0.67,1,1.0,83.323,10,1.0
no pipes no enemies little blocks high elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_3.txt,2.2640301388683155,0.68,1,1.0,86.398265,10,1.0
no pipes no enemies some blocks low elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_4.txt,2.8218214933597054,0.85,1,1.0,75.25000499999999,10,1.0
no pipes no enemies some blocks high elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_5.txt,2.5340965665683823,0.76,1,1.0,101.537405,-30,0.0
no pipes no enemies many blocks low elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_6.txt,0.3448782666817558,0.1,1,1.0,53.290760000000006,-10,0.0
no pipes no enemies many blocks high elevation,1400,2.5,1726574851063,../sampling/generated_level/generated_level_1726574851063_7.txt,0.521494643327333,0.16,1,1.0,47.13623,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726574918978,../sampling/generated_level/generated_level_1726574918978_8.txt,2.7798916299848253,0.83,1,1.0,75.50887499999999,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726574918978,../sampling/generated_level/generated_level_1726574918978_9.txt,3.2870779035087616,1.0,1,1.0,86.44629,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726574918978,../sampling/generated_level/generated_level_1726574918978_10.txt,1.5260821594087288,0.46,1,1.0,63.666639999999994,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726574918978,../sampling/generated_level/generated_level_1726574918978_11.txt,3.390008267668721,1.0,1,1.0,104.01272999999999,10,1.0
no pipes little enemies some blocks low elevation,1400,2.5,1726574918978,../sampling/generated_level/generated_level_1726574918978_12.txt,3.5364060411875,1.0,1,1.0,105.36028,10,1.0
no pipes little enemies some blocks high elevation,1400,2.5,1726574918979,../sampling/generated_level/generated_level_1726574918979_13.txt,1.4808310069746913,0.44,1,1.0,76.07081999999998,10,1.0
no pipes little enemies many blocks low elevation,1400,2.5,1726574918979,../sampling/generated_level/generated_level_1726574918979_14.txt,2.903379964186658,0.87,1,1.0,64.199815,10,1.0
no pipes little enemies many blocks high elevation,1400,2.5,1726574918979,../sampling/generated_level/generated_level_1726574918979_15.txt,1.1143412385228944,0.33,1,1.0,183.9044,10,1.0
no pipes some enemies little blocks low elevation,1400,2.5,1726574987079,../sampling/generated_level/generated_level_1726574987079_16.txt,3.522842696460314,1.0,1,1.0,84.39209,10,1.0
no pipes some enemies little blocks high elevation,1400,2.5,1726574987079,../sampling/generated_level/generated_level_1726574987079_17.txt,3.047251621465674,1.0,1,1.0,76.10887499999998,10,1.0
no pipes some enemies little blocks low elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_18.txt,2.666207354931088,0.8,1,1.0,116.39027,-10,0.0
no pipes some enemies little blocks high elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_19.txt,3.005491459060366,1.0,-100,0.0,83.61153999999999,10,1.0
no pipes some enemies some blocks low elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_20.txt,2.090668308175332,0.63,-100,0.0,92.19385000000001,-20,0.0
no pipes some enemies some blocks high elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_21.txt,3.306887281725458,1.0,-100,0.0,94.50802999999999,10,1.0
no pipes some enemies many blocks low elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_22.txt,3.8404302140963367,1.0,-100,0.0,0.0,-10,0.0
no pipes some enemies many blocks high elevation,1400,2.5,1726574987080,../sampling/generated_level/generated_level_1726574987080_23.txt,3.4163434093190883,1.0,-100,0.0,0.0,-10,0.0
no pipes many enemies little blocks low elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_24.txt,2.6085171444933843,0.78,1,1.0,73.10425,10,1.0
no pipes many enemies little blocks high elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_25.txt,3.8507354595675367,1.0,-100,0.0,64.59981499999999,10,1.0
no pipes many enemies little blocks low elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_26.txt,2.392272593200858,0.72,-100,0.0,75.47740999999999,10,1.0
no pipes many enemies little blocks high elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_27.txt,3.5234385912843247,1.0,1,1.0,150.67954,-60,0.0
no pipes many enemies some blocks low elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_28.txt,2.8039237454366788,0.84,1,1.0,107.56679999999999,10,1.0
no pipes many enemies some blocks high elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_29.txt,2.7470498258921796,0.82,-100,0.0,100.18428,-10,0.0
no pipes many enemies many blocks low elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_30.txt,0.06945543727025827,0.02,1,1.0,63.7964,10,1.0
no pipes many enemies many blocks high elevation,1400,2.5,1726575055001,../sampling/generated_level/generated_level_1726575055001_31.txt,0.5946519745669431,0.18,1,1.0,63.797985,10,1.0
little pipes no enemies little blocks low elevation,1400,2.5,1726575122862,../sampling/generated_level/generated_level_1726575122862_32.txt,2.6307088556916387,0.79,1,1.0,84.966685,10,1.0
little pipes no enemies little blocks high elevation,1400,2.5,1726575122862,../sampling/generated_level/generated_level_1726575122862_33.txt,3.3073999621056163,1.0,1,1.0,76.10124499999999,-10,0.0
little pipes no enemies some blocks low elevation,1400,2.5,1726575122862,../sampling/generated_level/generated_level_1726575122862_34.txt,1.681859175521808,0.5,1,1.0,87.35073000000001,-20,0.0
little pipes no enemies some blocks high elevation,1400,2.5,1726575122862,../sampling/generated_level/generated_level_1726575122862_35.txt,1.1987458043374992,0.36,1,1.0,89.175805,10,1.0
little pipes no enemies many blocks low elevation,1400,2.5,1726575122863,../sampling/generated_level/generated_level_1726575122863_36.txt,-0.25993525207598467,0,1,1.0,65.49889999999999,10,1.0
little pipes no enemies many blocks high elevation,1400,2.5,1726575122863,../sampling/generated_level/generated_level_1726575122863_37.txt,0.7137080258788395,0.21,-100,0.0,85.439955,-50,0.0
little pipes little enemies little blocks low elevation,1400,2.5,1726575122863,../sampling/generated_level/generated_level_1726575122863_38.txt,3.2733419022048267,1.0,1,1.0,72.16132499999999,10,1.0
little pipes little enemies little blocks high elevation,1400,2.5,1726575122863,../sampling/generated_level/generated_level_1726575122863_39.txt,2.797742678581274,0.84,1,1.0,92.33046999999999,10,1.0
little pipes little enemies some blocks low elevation,1400,2.5,1726575190817,../sampling/generated_level/generated_level_1726575190817_40.txt,3.651139779822174,1.0,1,1.0,93.009785,10,1.0
little pipes little enemies some blocks high elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_41.txt,2.0988202363119903,0.63,-100,0.0,100.815275,-10,0.0
little pipes little enemies many blocks low elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_42.txt,0.7338468982494327,0.22,-100,0.0,68.49756,-20,0.0
little pipes little enemies many blocks high elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_43.txt,1.7010329854588984,0.51,1,1.0,87.91780999999999,10,1.0
little pipes some enemies little blocks low elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_44.txt,1.2517185272224085,0.38,-100,0.0,52.638859999999994,10,1.0
little pipes some enemies little blocks high elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_45.txt,4.179802003217148,1.0,-100,0.0,49.5165525,-10,0.0
little pipes some enemies some blocks low elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_46.txt,1.3915228701911717,0.42,1,1.0,75.85122999999999,-40,0.0
little pipes some enemies some blocks high elevation,1400,2.5,1726575190818,../sampling/generated_level/generated_level_1726575190818_47.txt,3.0758758261868593,1.0,1,1.0,89.70789,-30,0.0
little pipes some enemies many blocks low elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_48.txt,1.4101347891796503,0.42,1,1.0,84.337805,10,1.0
little pipes some enemies many blocks high elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_49.txt,2.577624936119662,0.77,1,1.0,76.01145,-70,0.0
little pipes many enemies little blocks low elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_50.txt,1.5158207281600757,0.45,1,1.0,64.590285,10,1.0
little pipes many enemies little blocks high elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_51.txt,1.6458018076766665,0.49,1,1.0,97.83127499999999,10,1.0
little pipes many enemies some blocks low elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_52.txt,2.6213976199279863,0.79,1,1.0,76.00940499999999,10,1.0
little pipes many enemies some blocks high elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_53.txt,3.524880732210741,1.0,1,1.0,96.058815,10,1.0
little pipes many enemies many blocks low elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_54.txt,1.465658731152368,0.44,-100,0.0,0.0,-10,0.0
little pipes many enemies many blocks high elevation,1400,2.5,1726575258669,../sampling/generated_level/generated_level_1726575258669_55.txt,0.7715723591436077,0.23,-100,0.0,69.3041625,-80,0.0
some pipes no enemies little blocks low elevation,1400,2.5,1726575326555,../sampling/generated_level/generated_level_1726575326555_56.txt,2.9222301337447156,0.88,1,1.0,95.61443,10,1.0
some pipes no enemies little blocks high elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_57.txt,2.9447969070238726,0.88,-100,0.0,109.9636,10,1.0
some pipes no enemies some blocks low elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_58.txt,3.0418149967224606,1.0,1,1.0,87.81299,-20,0.0
some pipes no enemies some blocks high elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_59.txt,1.6944426689587928,0.51,1,1.0,102.30726500000002,-10,0.0
some pipes no enemies many blocks low elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_60.txt,1.9160883883375583,0.57,1,1.0,91.55876,10,1.0
some pipes no enemies many blocks high elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_61.txt,2.5355270684248605,0.76,1,1.0,99.709,-30,0.0
some pipes little enemies little blocks low elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_62.txt,3.674095069425307,1.0,1,1.0,107.68048499999999,-30,0.0
some pipes little enemies little blocks high elevation,1400,2.5,1726575326556,../sampling/generated_level/generated_level_1726575326556_63.txt,3.278341714331837,1.0,1,1.0,88.381175,-10,0.0
some pipes little enemies some blocks low elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_64.txt,2.1865221442481655,0.66,1,1.0,93.532835,10,1.0
some pipes little enemies some blocks high elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_65.txt,1.996298915097362,0.6,-100,0.0,152.25798500000002,-40,0.0
some pipes little enemies many blocks low elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_66.txt,1.471482286904495,0.44,1,1.0,80.78835500000001,-10,0.0
some pipes little enemies many blocks high elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_67.txt,1.5297706010859686,0.46,1,1.0,101.25956000000001,-40,0.0
some pipes some enemies little blocks low elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_68.txt,2.6440821440614193,0.79,1,1.0,120.29079499999999,10,1.0
some pipes some enemies little blocks high elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_69.txt,3.797066533508755,1.0,-100,0.0,0.0,-10,0.0
some pipes some enemies some blocks low elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_70.txt,2.815340584055941,0.84,1,1.0,97.820385,10,1.0
some pipes some enemies some blocks high elevation,1400,2.5,1726575394484,../sampling/generated_level/generated_level_1726575394484_71.txt,3.833155350133278,1.0,-100,0.0,96.61694999999999,-30,0.0
some pipes some enemies many blocks low elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_72.txt,1.9163829544858655,0.57,1,1.0,93.561475,10,1.0
some pipes some enemies many blocks high elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_73.txt,2.349538591847111,0.7,1,1.0,102.74297,-80,0.0
some pipes many enemies little blocks low elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_74.txt,3.263547099844981,1.0,-100,0.0,95.099405,-10,0.0
some pipes many enemies little blocks high elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_75.txt,3.42204457924,1.0,1,1.0,91.56003499999998,10,1.0
some pipes many enemies some blocks low elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_76.txt,2.12607605627015,0.64,-100,0.0,23.8661675,10,1.0
some pipes many enemies some blocks high elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_77.txt,2.2411016129994845,0.67,1,1.0,112.004485,-10,0.0
some pipes many enemies many blocks low elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_78.txt,1.226590319186625,0.37,1,1.0,188.87350000000004,-20,0.0
some pipes many enemies many blocks high elevation,1400,2.5,1726575462444,../sampling/generated_level/generated_level_1726575462444_79.txt,2.3256649653853483,0.7,1,1.0,141.39285,10,1.0
many pipes no enemies little blocks low elevation,1400,2.5,1726575530369,../sampling/generated_level/generated_level_1726575530369_80.txt,2.338429977367625,0.7,1,1.0,74.07083,-40,0.0
many pipes no enemies little blocks high elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_81.txt,3.102316510871224,1.0,-100,0.0,0.2,-10,0.0
many pipes no enemies some blocks low elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_82.txt,1.9567455287894915,0.59,1,1.0,76.50887499999999,-10,0.0
many pipes no enemies some blocks high elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_83.txt,2.63784986679732,0.79,-100,0.0,91.9281,-10,0.0
many pipes no enemies many blocks low elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_84.txt,2.640308239659847,0.79,-100,0.0,83.811065,-10,0.0
many pipes no enemies many blocks high elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_85.txt,1.271590116814532,0.38,-100,0.0,32.6830835,-40,0.0
many pipes little enemies little blocks low elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_86.txt,3.4262954964452206,1.0,1,1.0,121.96687,10,1.0
many pipes little enemies little blocks high elevation,1400,2.5,1726575530370,../sampling/generated_level/generated_level_1726575530370_87.txt,2.1510542592532715,0.65,-100,0.0,0.0,-20,0.0
many pipes little enemies some blocks low elevation,1400,2.5,1726575598271,../sampling/generated_level/generated_level_1726575598271_88.txt,0.5317669949695771,0.16,1,1.0,75.40256500000001,-60,0.0
many pipes little enemies some blocks high elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_89.txt,3.4209294222580606,1.0,1,1.0,93.53079,-20,0.0
many pipes little enemies many blocks low elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_90.txt,2.2336349185857705,0.67,1,1.0,85.6575,-70,0.0
many pipes little enemies many blocks high elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_91.txt,1.3397208835465435,0.4,1,1.0,145.71821500000001,10,1.0
many pipes some enemies little blocks low elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_92.txt,3.3221678896099083,1.0,1,1.0,86.51985,10,1.0
many pipes some enemies little blocks high elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_93.txt,3.214262132216583,1.0,-100,0.0,17.059380500000003,-60,0.0
many pipes some enemies some blocks low elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_94.txt,1.34985478831105,0.4,1,1.0,94.40284,-50,0.0
many pipes some enemies some blocks high elevation,1400,2.5,1726575598272,../sampling/generated_level/generated_level_1726575598272_95.txt,3.3847897686109047,1.0,-100,0.0,22.518674000000004,-20,0.0
many pipes some enemies many blocks low elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_96.txt,3.0816100178163066,1.0,1,1.0,105.64577500000001,10,1.0
many pipes some enemies many blocks high elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_97.txt,1.9339913568650409,0.58,1,1.0,81.46297500000001,-30,0.0
many pipes many enemies little blocks low elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_98.txt,2.414109779177961,0.72,1,1.0,82.322915,-40,0.0
many pipes many enemies little blocks high elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_99.txt,3.0521907835420516,1.0,-100,0.0,0.0,-10,0.0
many pipes many enemies some blocks low elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_100.txt,3.496850888079557,1.0,-100,0.0,71.12720800000001,-50,0.0
many pipes many enemies some blocks high elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_101.txt,2.48837399387824,0.75,1,1.0,111.03272000000001,10,1.0
many pipes many enemies many blocks low elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_102.txt,2.18963600806581,0.66,1,1.0,102.98819499999999,-50,0.0
many pipes many enemies many blocks high elevation,1400,2.5,1726575666144,../sampling/generated_level/generated_level_1726575666144_103.txt,1.9403874513295334,0.58,1,1.0,150.486965,-50,0.0
